	id	rp	sp	choice	purpose	npersons	age	employ_status	mainearn	arrival_time	gender	rail_ivtt	rail_cost	rail_transfers	rail_acc_time	rail_egr_time	rail_acc_mode	rail_egr_mode	seat_status	car_ivtt	car_cost	car_walk_time	car_parking_fee	rail_comfort	rp_transfer	rp_choice	rp_rail_ovt	rp_car_ovt
166	25	0	1	10	0	1	0	0	1	1	0	1.917	28.0	0	-1.0	-1.0	-1	-1	-1	1.533	35.0	-1.0	-1	1	1	0	0.25	0.033
167	26	1	0	0	0	4	1	1	1	0	0	1.25	35.0	1	0.333	0.5	0	0	0	2.5	3.75	0.083	1	-1	1	0	0.833	0.083
168	26	0	1	10	0	4	1	1	1	0	0	1.917	31.5	0	-1.0	-1.0	-1	-1	-1	2.583	5.625	-1.0	-1	0	1	0	0.833	0.083
169	26	0	1	10	0	4	1	1	1	0	0	1.917	31.5	0	-1.0	-1.0	-1	-1	-1	2.583	5.25	-1.0	-1	0	1	0	0.833	0.083
170	26	0	1	10	0	4	1	1	1	0	0	1.917	31.5	0	-1.0	-1.0	-1	-1	-1	2.583	4.875	-1.0	-1	0	1	0	0.833	0.083
171	26	0	1	10	0	4	1	1	1	0	0	1.917	31.5	0	-1.0	-1.0	-1	-1	-1	2.583	4.5	-1.0	-1	0	1	0	0.833	0.083
172	26	0	1	10	0	4	1	1	1	0	0	1.917	31.5	0	-1.0	-1.0	-1	-1	-1	2.583	4.125	-1.0	-1	0	1	0	0.833	0.083
173	26	0	1	10	0	4	1	1	1	0	0	1.917	31.5	0	-1.0	-1.0	-1	-1	-1	2.583	3.75	-1.0	-1	0	1	0	0.833	0.083
174	26	0	1	10	0	4	1	1	1	0	0	1.75	28.0	0	-1.0	-1.0	-1	-1	-1	2.583	3.75	-1.0	-1	1	1	0	0.833	0.083
175	26	0	1	10	0	4	1	1	1	0	0	1.75	31.5	1	-1.0	-1.0	-1	-1	-1	2.583	3.75	-1.0	-1	1	1	0	0.833	0.083
176	27	1	0	1	0	2	0	1	0	1	1	1.5	28.0	0	0.333	0.25	1	0	0	1.75	5.0	0.017	1	-1	0	1	0.583	0.017
177	27	0	1	10	0	2	0	1	0	1	1	2.333	39.2	1	-1.0	-1.0	-1	-1	-1	1.767	5.0	-1.0	-1	1	0	1	0.583	0.017
178	27	0	1	10	0	2	0	1	0	1	1	2.5	39.2	0	-1.0	-1.0	-1	-1	-1	1.767	5.0	-1.0	-1	1	0	1	0.583	0.017
179	27	0	1	11	0	2	0	1	0	1	1	2.333	33.6	0	-1.0	-1.0	-1	-1	-1	1.767	2.5	-1.0	-1	1	0	1	0.583	0.017
180	27	0	1	11	0	2	0	1	0	1	1	2.333	33.6	0	-1.0	-1.0	-1	-1	-1	1.767	3.0	-1.0	-1	1	0	1	0.583	0.017
181	27	0	1	11	0	2	0	1	0	1	1	2.333	33.6	0	-1.0	-1.0	-1	-1	-1	1.767	3.5	-1.0	-1	1	0	1	0.583	0.017
182	27	0	1	11	0	2	0	1	0	1	1	2.333	33.6	0	-1.0	-1.0	-1	-1	-1	1.767	4.0	-1.0	-1	1	0	1	0.583	0.017
183	27	0	1	11	0	2	0	1	0	1	1	2.333	33.6	0	-1.0	-1.0	-1	-1	-1	1.767	4.5	-1.0	-1	1	0	1	0.583	0.017
184	27	0	1	11	0	2	0	1	0	1	1	2.333	33.6	0	-1.0	-1.0	-1	-1	-1	1.767	5.0	-1.0	-1	1	0	1	0.583	0.017
185	28	1	0	1	0	2	0	1	1	1	1	1.5	24.5	0	0.167	0.133	1	0	0	2.25	10.0	0.25	0	-1	0	1	0.3	0.25
186	28	0	1	10	0	2	0	1	1	1	1	2.217	31.85	0	-1.0	-1.0	-1	-1	-1	2.5	9.0	-1.0	-1	2	0	1	0.3	0.25
187	28	0	1	11	0	2	0	1	1	1	1	2.217	31.85	0	-1.0	-1.0	-1	-1	-1	2.5	10.0	-1.0	-1	2	0	1	0.3	0.25
188	28	0	1	11	0	2	0	1	1	1	1	2.217	28.15	0	-1.0	-1.0	-1	-1	-1	2.5	10.0	-1.0	-1	1	0	1	0.3	0.25
189	28	0	1	11	0	2	0	1	1	1	1	2.05	31.85	0	-1.0	-1.0	-1	-1	-1	2.5	10.0	-1.0	-1	1	0	1	0.3	0.25
190	28	0	1	11	0	2	0	1	1	1	1	1.8	31.85	1	-1.0	-1.0	-1	-1	-1	2.5	10.0	-1.0	-1	1	0	1	0.3	0.25
191	29	1	0	0	0	4	0	1	0	1	0	2.0	35.0	2	0.167	0.167	0	1	0	2.0	2.5	0.167	1	-1	2	0	0.334	0.167
192	29	0	1	10	0	4	0	1	0	1	0	1.75	28.0	1	-1.0	-1.0	-1	-1	-1	2.167	3.75	-1.0	-1	1	2	0	0.333	0.167
193	29	0	1	10	0	4	0	1	0	1	0	1.75	28.0	1	-1.0	-1.0	-1	-1	-1	2.167	3.5	-1.0	-1	1	2	0	0.333	0.167
194	29	0	1	10	0	4	0	1	0	1	0	1.75	28.0	1	-1.0	-1.0	-1	-1	-1	2.167	3.25	-1.0	-1	1	2	0	0.333	0.167
195	29	0	1	10	0	4	0	1	0	1	0	1.75	28.0	1	-1.0	-1.0	-1	-1	-1	2.167	3.0	-1.0	-1	1	2	0	0.333	0.167
196	29	0	1	10	0	4	0	1	0	1	0	1.75	28.0	1	-1.0	-1.0	-1	-1	-1	2.167	2.75	-1.0	-1	1	2	0	0.333	0.167
197	29	0	1	10	0	4	0	1	0	1	0	1.75	28.0	1	-1.0	-1.0	-1	-1	-1	2.167	2.5	-1.0	-1	1	2	0	0.333	0.167
198	29	0	1	10	0	4	0	1	0	1	0	2.0	28.0	0	-1.0	-1.0	-1	-1	-1	2.167	2.5	-1.0	-1	1	2	0	0.333	0.167
199	29	0	1	10	0	4	0	1	0	1	0	1.75	35.0	0	-1.0	-1.0	-1	-1	-1	2.167	2.5	-1.0	-1	0	2	0	0.333	0.167
200	30	1	0	0	0	4	1	0	1	0	0	1.5	35.0	1	0.5	0.5	0	0	0	1.5	12.5	0.017	1	-1	1	0	1.0	0.017
201	30	0	1	10	0	4	1	0	1	0	0	2.5	21.0	0	-1.0	-1.0	-1	-1	-1	1.517	18.75	-1.0	-1	0	1	0	1.0	0.017
202	30	0	1	10	0	4	1	0	1	0	0	2.5	21.0	0	-1.0	-1.0	-1	-1	-1	1.517	17.5	-1.0	-1	0	1	0	1.0	0.017
203	30	0	1	10	0	4	1	0	1	0	0	2.5	21.0	0	-1.0	-1.0	-1	-1	-1	1.517	16.25	-1.0	-1	0	1	0	1.0	0.017
204	30	0	1	10	0	4	1	0	1	0	0	2.5	21.0	0	-1.0	-1.0	-1	-1	-1	1.517	15.0	-1.0	-1	0	1	0	1.0	0.017
205	30	0	1	10	0	4	1	0	1	0	0	2.5	21.0	0	-1.0	-1.0	-1	-1	-1	1.517	13.75	-1.0	-1	0	1	0	1.0	0.017
206	30	0	1	10	0	4	1	0	1	0	0	2.5	21.0	0	-1.0	-1.0	-1	-1	-1	1.517	12.5	-1.0	-1	0	1	0	1.0	0.017
207	30	0	1	10	0	4	1	0	1	0	0	2.083	21.0	1	-1.0	-1.0	-1	-1	-1	1.517	12.5	-1.0	-1	1	1	0	1.0	0.017
208	30	0	1	10	0	4	1	0	1	0	0	2.25	28.0	1	-1.0	-1.0	-1	-1	-1	1.517	12.5	-1.0	-1	0	1	0	1.0	0.017
209	31	1	0	1	0	2	1	1	1	0	0	2.0	10.0	0	0.333	0.083	0	0	0	2.5	22.5	0.333	1	-1	0	1	0.416	0.333
210	31	0	1	11	0	2	1	1	1	0	0	2.417	13.0	0	-1.0	-1.0	-1	-1	-1	2.833	11.25	-1.0	-1	2	0	1	0.417	0.333
211	31	0	1	11	0	2	1	1	1	0	0	2.417	13.0	0	-1.0	-1.0	-1	-1	-1	2.833	13.5	-1.0	-1	2	0	1	0.417	0.333
212	31	0	1	11	0	2	1	1	1	0	0	2.417	13.0	0	-1.0	-1.0	-1	-1	-1	2.833	15.75	-1.0	-1	2	0	1	0.417	0.333
213	31	0	1	11	0	2	1	1	1	0	0	2.417	13.0	0	-1.0	-1.0	-1	-1	-1	2.833	18.0	-1.0	-1	2	0	1	0.417	0.333
214	31	0	1	11	0	2	1	1	1	0	0	2.417	13.0	0	-1.0	-1.0	-1	-1	-1	2.833	20.25	-1.0	-1	2	0	1	0.417	0.333
215	31	0	1	11	0	2	1	1	1	0	0	2.417	13.0	0	-1.0	-1.0	-1	-1	-1	2.833	22.5	-1.0	-1	2	0	1	0.417	0.333
216	31	0	1	11	0	2	1	1	1	0	0	2.75	11.5	0	-1.0	-1.0	-1	-1	-1	2.833	22.5	-1.0	-1	2	0	1	0.417	0.333
217	31	0	1	11	0	2	1	1	1	0	0	2.75	13.0	1	-1.0	-1.0	-1	-1	-1	2.833	22.5	-1.0	-1	1	0	1	0.417	0.333
218	31	0	1	11	0	2	1	1	1	0	0	2.417	11.5	1	-1.0	-1.0	-1	-1	-1	2.833	22.5	-1.0	-1	1	0	1	0.417	0.333
219	32	1	0	1	1	1	1	0	1	1	0	1.333	37.0	0	0.117	0.167	0	0	1	1.917	15.0	0.083	0	-1	0	1	0.284	0.083
220	32	0	1	11	1	1	1	0	1	1	0	1.783	42.55	1	-1.0	-1.0	-1	-1	-1	2.0	7.5	-1.0	-1	2	0	1	0.283	0.083
221	32	0	1	11	1	1	1	0	1	1	0	1.783	42.55	1	-1.0	-1.0	-1	-1	-1	2.0	9.0	-1.0	-1	2	0	1	0.283	0.083
222	32	0	1	11	1	1	1	0	1	1	0	1.783	42.55	1	-1.0	-1.0	-1	-1	-1	2.0	10.5	-1.0	-1	2	0	1	0.283	0.083
223	32	0	1	11	1	1	1	0	1	1	0	1.783	42.55	1	-1.0	-1.0	-1	-1	-1	2.0	12.0	-1.0	-1	2	0	1	0.283	0.083
224	32	0	1	11	1	1	1	0	1	1	0	1.783	42.55	1	-1.0	-1.0	-1	-1	-1	2.0	13.5	-1.0	-1	2	0	1	0.283	0.083
225	32	0	1	11	1	1	1	0	1	1	0	1.783	42.55	1	-1.0	-1.0	-1	-1	-1	2.0	15.0	-1.0	-1	2	0	1	0.283	0.083
226	32	0	1	11	1	1	1	0	1	1	0	2.033	37.0	0	-1.0	-1.0	-1	-1	-1	2.0	15.0	-1.0	-1	2	0	1	0.283	0.083
227	32	0	1	11	1	1	1	0	1	1	0	2.033	48.1	1	-1.0	-1.0	-1	-1	-1	2.0	15.0	-1.0	-1	1	0	1	0.283	0.083
228	32	0	1	11	1	1	1	0	1	1	0	2.033	42.55	0	-1.0	-1.0	-1	-1	-1	2.0	15.0	-1.0	-1	1	0	1	0.283	0.083
229	33	1	0	0	0	2	1	0	1	1	1	1.5	37.5	0	0.5	0.333	0	0	0	1.5	7.5	0.05	1	-1	0	0	0.833	0.05
230	33	0	1	10	0	2	1	0	1	1	1	1.917	30.0	0	-1.0	-1.0	-1	-1	-1	1.55	11.25	-1.0	-1	1	0	0	0.833	0.05
231	33	0	1	10	0	2	1	0	1	1	1	1.917	30.0	0	-1.0	-1.0	-1	-1	-1	1.55	10.5	-1.0	-1	1	0	0	0.833	0.05
232	33	0	1	10	0	2	1	0	1	1	1	1.917	30.0	0	-1.0	-1.0	-1	-1	-1	1.55	9.75	-1.0	-1	1	0	0	0.833	0.05
233	33	0	1	10	0	2	1	0	1	1	1	1.917	30.0	0	-1.0	-1.0	-1	-1	-1	1.55	9.0	-1.0	-1	1	0	0	0.833	0.05
234	33	0	1	10	0	2	1	0	1	1	1	1.917	30.0	0	-1.0	-1.0	-1	-1	-1	1.55	8.25	-1.0	-1	1	0	0	0.833	0.05
235	33	0	1	10	0	2	1	0	1	1	1	1.917	30.0	0	-1.0	-1.0	-1	-1	-1	1.55	7.5	-1.0	-1	1	0	0	0.833	0.05
236	33	0	1	10	0	2	1	0	1	1	1	2.333	30.0	0	-1.0	-1.0	-1	-1	-1	1.55	7.5	-1.0	-1	0	0	0	0.833	0.05
237	33	0	1	10	0	2	1	0	1	1	1	1.917	33.75	0	-1.0	-1.0	-1	-1	-1	1.55	7.5	-1.0	-1	1	0	0	0.833	0.05
238	34	1	0	0	0	2	0	1	0	0	1	1.5	38.0	0	0.25	0.25	0	1	0	1.75	15.0	0.25	0	-1	0	0	0.5	0.25
239	34	0	1	10	0	2	0	1	0	0	1	1.75	38.0	0	-1.0	-1.0	-1	-1	-1	2.0	15.0	-1.0	-1	1	0	0	0.5	0.25
240	34	0	1	11	0	2	0	1	0	0	1	1.75	38.0	0	-1.0	-1.0	-1	-1	-1	2.0	16.5	-1.0	-1	1	0	0	0.5	0.25
241	34	0	1	11	0	2	0	1	0	0	1	1.583	38.0	0	-1.0	-1.0	-1	-1	-1	2.0	15.0	-1.0	-1	1	0	0	0.5	0.25
242	34	0	1	11	0	2	0	1	0	0	1	1.75	28.5	0	-1.0	-1.0	-1	-1	-1	2.0	15.0	-1.0	-1	1	0	0	0.5	0.25
243	35	1	0	0	0	4	1	0	1	0	0	2.0	40.0	1	0.333	0.25	0	0	0	1.25	7.5	0.017	1	-1	1	0	0.583	0.017
244	35	0	1	10	0	4	1	0	1	0	0	2.25	24.0	0	-1.0	-1.0	-1	-1	-1	1.267	7.5	-1.0	-1	0	1	0	0.583	0.017
245	35	0	1	10	0	4	1	0	1	0	0	2.0	24.0	1	-1.0	-1.0	-1	-1	-1	1.267	7.5	-1.0	-1	1	1	0	0.583	0.017
246	35	0	1	10	0	4	1	0	1	0	0	2.583	24.0	1	-1.0	-1.0	-1	-1	-1	1.267	7.5	-1.0	-1	1	1	0	0.583	0.017
247	35	0	1	10	0	4	1	0	1	0	0	2.25	24.0	0	-1.0	-1.0	-1	-1	-1	1.267	10.5	-1.0	-1	0	1	0	0.583	0.017
248	35	0	1	10	0	4	1	0	1	0	0	2.25	24.0	0	-1.0	-1.0	-1	-1	-1	1.267	9.75	-1.0	-1	0	1	0	0.583	0.017
249	35	0	1	10	0	4	1	0	1	0	0	2.25	24.0	0	-1.0	-1.0	-1	-1	-1	1.267	9.0	-1.0	-1	0	1	0	0.583	0.017
250	35	0	1	10	0	4	1	0	1	0	0	2.25	24.0	0	-1.0	-1.0	-1	-1	-1	1.267	8.25	-1.0	-1	0	1	0	0.583	0.017
251	36	1	0	0	0	2	0	0	1	0	0	1.5	75.0	1	0.5	0.75	0	0	0	2.5	12.5	0.083	0	-1	1	0	1.25	0.083
252	36	0	1	10	0	2	0	0	1	0	0	2.333	56.25	1	-1.0	-1.0	-1	-1	-1	2.583	18.75	-1.0	-1	1	1	0	1.25	0.083
253	36	0	1	10	0	2	0	0	1	0	0	2.333	56.25	1	-1.0	-1.0	-1	-1	-1	2.583	17.5	-1.0	-1	1	1	0	1.25	0.083
254	36	0	1	10	0	2	0	0	1	0	0	2.333	56.25	1	-1.0	-1.0	-1	-1	-1	2.583	16.25	-1.0	-1	1	1	0	1.25	0.083
255	36	0	1	10	0	2	0	0	1	0	0	2.333	56.25	1	-1.0	-1.0	-1	-1	-1	2.583	15.0	-1.0	-1	1	1	0	1.25	0.083
256	36	0	1	10	0	2	0	0	1	0	0	2.333	56.25	1	-1.0	-1.0	-1	-1	-1	2.583	13.75	-1.0	-1	1	1	0	1.25	0.083
257	36	0	1	10	0	2	0	0	1	0	0	2.333	56.25	1	-1.0	-1.0	-1	-1	-1	2.583	12.5	-1.0	-1	1	1	0	1.25	0.083
258	36	0	1	10	0	2	0	0	1	0	0	2.5	56.25	0	-1.0	-1.0	-1	-1	-1	2.583	12.5	-1.0	-1	0	1	0	1.25	0.083
259	36	0	1	11	0	2	0	0	1	0	0	2.75	37.5	1	-1.0	-1.0	-1	-1	-1	2.583	12.5	-1.0	-1	0	1	0	1.25	0.083
260	36	0	1	11	0	2	0	0	1	0	0	2.5	37.5	1	-1.0	-1.0	-1	-1	-1	2.583	12.5	-1.0	-1	1	1	0	1.25	0.083
261	37	1	0	0	0	2	0	1	1	1	1	3.0	52.0	2	0.167	0.167	0	0	0	1.25	11.0	0.083	1	-1	2	0	0.334	0.083
262	37	0	1	10	0	2	0	1	1	1	1	2.417	26.0	1	-1.0	-1.0	-1	-1	-1	1.333	16.5	-1.0	-1	1	2	0	0.333	0.083
263	37	0	1	10	0	2	0	1	1	1	1	2.417	26.0	1	-1.0	-1.0	-1	-1	-1	1.333	15.4	-1.0	-1	1	2	0	0.333	0.083
264	37	0	1	10	0	2	0	1	1	1	1	2.417	26.0	1	-1.0	-1.0	-1	-1	-1	1.333	14.3	-1.0	-1	1	2	0	0.333	0.083
265	37	0	1	10	0	2	0	1	1	1	1	2.417	26.0	1	-1.0	-1.0	-1	-1	-1	1.333	13.2	-1.0	-1	1	2	0	0.333	0.083
266	37	0	1	10	0	2	0	1	1	1	1	2.417	26.0	1	-1.0	-1.0	-1	-1	-1	1.333	12.1	-1.0	-1	1	2	0	0.333	0.083
267	37	0	1	10	0	2	0	1	1	1	1	2.417	26.0	1	-1.0	-1.0	-1	-1	-1	1.333	11.0	-1.0	-1	1	2	0	0.333	0.083
268	37	0	1	10	0	2	0	1	1	1	1	2.917	26.0	2	-1.0	-1.0	-1	-1	-1	1.333	11.0	-1.0	-1	0	2	0	0.333	0.083
269	37	0	1	10	0	2	0	1	1	1	1	2.917	39.0	0	-1.0	-1.0	-1	-1	-1	1.333	11.0	-1.0	-1	1	2	0	0.333	0.083
270	38	1	0	0	0	2	0	0	0	1	1	1.5	36.0	1	0.167	0.417	0	1	0	1.25	25.0	0.167	1	-1	1	0	0.584	0.167
271	38	0	1	10	0	2	0	0	0	1	1	1.667	36.0	1	-1.0	-1.0	-1	-1	-1	1.417	37.5	-1.0	-1	0	1	0	0.583	0.167
272	38	0	1	10	0	2	0	0	0	1	1	1.667	36.0	1	-1.0	-1.0	-1	-1	-1	1.417	35.0	-1.0	-1	0	1	0	0.583	0.167
273	38	0	1	10	0	2	0	0	0	1	1	1.667	36.0	1	-1.0	-1.0	-1	-1	-1	1.417	32.5	-1.0	-1	0	1	0	0.583	0.167
274	38	0	1	10	0	2	0	0	0	1	1	1.667	36.0	1	-1.0	-1.0	-1	-1	-1	1.417	30.0	-1.0	-1	0	1	0	0.583	0.167
275	38	0	1	10	0	2	0	0	0	1	1	1.667	36.0	1	-1.0	-1.0	-1	-1	-1	1.417	27.5	-1.0	-1	0	1	0	0.583	0.167
276	38	0	1	10	0	2	0	0	0	1	1	1.667	36.0	1	-1.0	-1.0	-1	-1	-1	1.417	25.0	-1.0	-1	0	1	0	0.583	0.167
277	38	0	1	10	0	2	0	0	0	1	1	1.833	25.2	0	-1.0	-1.0	-1	-1	-1	1.417	25.0	-1.0	-1	0	1	0	0.583	0.167
278	38	0	1	10	0	2	0	0	0	1	1	1.667	25.2	1	-1.0	-1.0	-1	-1	-1	1.417	25.0	-1.0	-1	1	1	0	0.583	0.167
279	39	1	0	1	1	1	0	0	1	1	0	1.5	40.0	1	0.167	0.117	0	0	0	1.167	60.0	0.033	1	-1	1	1	0.284	0.033
280	39	0	1	10	1	1	0	0	1	1	0	2.2	56.0	2	-1.0	-1.0	-1	-1	-1	1.2	48.0	-1.0	-1	1	1	1	0.283	0.033
281	39	0	1	11	1	1	0	0	1	1	0	2.2	56.0	2	-1.0	-1.0	-1	-1	-1	1.2	54.0	-1.0	-1	1	1	1	0.283	0.033
282	39	0	1	11	1	1	0	0	1	1	0	2.2	56.0	2	-1.0	-1.0	-1	-1	-1	1.2	60.0	-1.0	-1	1	1	1	0.283	0.033
283	39	0	1	11	1	1	0	0	1	1	0	1.783	56.0	1	-1.0	-1.0	-1	-1	-1	1.2	60.0	-1.0	-1	2	1	1	0.283	0.033
284	39	0	1	11	1	1	0	0	1	1	0	2.033	48.0	2	-1.0	-1.0	-1	-1	-1	1.2	60.0	-1.0	-1	2	1	1	0.283	0.033
285	39	0	1	11	1	1	0	0	1	1	0	2.033	56.0	1	-1.0	-1.0	-1	-1	-1	1.2	60.0	-1.0	-1	1	1	1	0.283	0.033
286	40	1	0	1	1	1	1	0	1	1	0	1.75	60.0	1	0.167	0.333	0	1	1	2.25	25.0	0.0	0	-1	1	1	0.5	0.0
287	40	0	1	10	1	1	1	0	1	1	0	2.5	69.0	1	-1.0	-1.0	-1	-1	-1	2.25	20.0	-1.0	-1	2	1	1	0.5	0.0
288	40	0	1	10	1	1	1	0	1	1	0	2.25	78.0	1	-1.0	-1.0	-1	-1	-1	2.25	25.0	-1.0	-1	1	1	1	0.5	0.0
289	40	0	1	10	1	1	1	0	1	1	0	2.75	69.0	2	-1.0	-1.0	-1	-1	-1	2.25	25.0	-1.0	-1	1	1	1	0.5	0.0
290	40	0	1	11	1	1	1	0	1	1	0	2.5	69.0	1	-1.0	-1.0	-1	-1	-1	2.25	22.5	-1.0	-1	2	1	1	0.5	0.0
291	40	0	1	11	1	1	1	0	1	1	0	2.5	69.0	1	-1.0	-1.0	-1	-1	-1	2.25	25.0	-1.0	-1	2	1	1	0.5	0.0
292	41	1	0	0	0	2	1	0	1	0	0	2.0	40.0	1	0.333	0.167	0	0	0	1.25	49.995	0.017	1	-1	1	0	0.5	0.017
293	41	0	1	10	0	2	1	0	1	0	0	2.167	34.0	0	-1.0	-1.0	-1	-1	-1	1.267	60.0	-1.0	-1	0	1	0	0.5	0.017
294	41	0	1	10	0	2	1	0	1	0	0	2.167	34.0	0	-1.0	-1.0	-1	-1	-1	1.267	55.0	-1.0	-1	0	1	0	0.5	0.017
295	41	0	1	10	0	2	1	0	1	0	0	2.167	34.0	0	-1.0	-1.0	-1	-1	-1	1.267	49.995	-1.0	-1	0	1	0	0.5	0.017
296	41	0	1	10	0	2	1	0	1	0	0	1.917	28.0	0	-1.0	-1.0	-1	-1	-1	1.267	49.995	-1.0	-1	1	1	0	0.5	0.017
297	41	0	1	10	0	2	1	0	1	0	0	2.5	40.0	0	-1.0	-1.0	-1	-1	-1	1.267	49.995	-1.0	-1	1	1	0	0.5	0.017
298	41	0	1	11	0	2	1	0	1	0	0	2.167	34.0	0	-1.0	-1.0	-1	-1	-1	1.267	65.0	-1.0	-1	0	1	0	0.5	0.017
299	42	1	0	0	0	4	1	0	1	0	0	1.25	34.0	0	0.25	0.417	0	0	0	1.25	11.25	0.017	0	-1	0	0	0.667	0.017
300	42	0	1	10	0	4	1	0	1	0	0	1.917	20.4	0	-1.0	-1.0	-1	-1	-1	1.267	11.25	-1.0	-1	0	0	0	0.667	0.017
301	42	0	1	10	0	4	1	0	1	0	0	1.583	20.4	0	-1.0	-1.0	-1	-1	-1	1.267	11.25	-1.0	-1	1	0	0	0.667	0.017
302	42	0	1	10	0	4	1	0	1	0	0	1.583	27.2	0	-1.0	-1.0	-1	-1	-1	1.267	11.25	-1.0	-1	1	0	0	0.667	0.017
303	42	0	1	11	0	4	1	0	1	0	0	1.917	20.4	0	-1.0	-1.0	-1	-1	-1	1.267	12.375	-1.0	-1	0	0	0	0.667	0.017
304	43	1	0	1	0	4	0	0	1	1	0	2.0	35.0	1	0.25	0.25	1	0	0	2.0	9.375	0.017	1	-1	1	1	0.5	0.017
305	43	0	1	10	0	4	0	0	1	1	0	2.5	35.0	1	-1.0	-1.0	-1	-1	-1	2.017	10.313	-1.0	-1	2	1	1	0.5	0.017
306	43	0	1	10	0	4	0	0	1	1	0	2.5	35.0	1	-1.0	-1.0	-1	-1	-1	2.017	9.375	-1.0	-1	2	1	1	0.5	0.017
307	43	0	1	10	0	4	0	0	1	1	0	2.5	38.5	1	-1.0	-1.0	-1	-1	-1	2.017	9.375	-1.0	-1	1	1	1	0.5	0.017
308	43	0	1	10	0	4	0	0	1	1	0	3.083	35.0	2	-1.0	-1.0	-1	-1	-1	2.017	9.375	-1.0	-1	1	1	1	0.5	0.017
309	43	0	1	10	0	4	0	0	1	1	0	2.5	35.0	1	-1.0	-1.0	-1	-1	-1	2.017	11.25	-1.0	-1	2	1	1	0.5	0.017
310	43	0	1	11	0	4	0	0	1	1	0	2.5	35.0	1	-1.0	-1.0	-1	-1	-1	2.017	13.125	-1.0	-1	2	1	1	0.5	0.017
311	44	1	0	0	0	1	0	1	0	1	1	2.0	50.0	2	0.333	0.5	0	0	0	2.0	36.0	0.017	1	-1	2	0	0.833	0.017
312	44	0	1	10	0	1	0	1	0	1	1	2.25	35.0	1	-1.0	-1.0	-1	-1	-1	2.017	54.0	-1.0	-1	1	2	0	0.833	0.017
313	44	0	1	10	0	1	0	1	0	1	1	2.25	35.0	1	-1.0	-1.0	-1	-1	-1	2.017	50.4	-1.0	-1	1	2	0	0.833	0.017
314	44	0	1	10	0	1	0	1	0	1	1	2.25	35.0	1	-1.0	-1.0	-1	-1	-1	2.017	46.8	-1.0	-1	1	2	0	0.833	0.017
315	44	0	1	10	0	1	0	1	0	1	1	2.25	35.0	1	-1.0	-1.0	-1	-1	-1	2.017	43.2	-1.0	-1	1	2	0	0.833	0.017
316	44	0	1	10	0	1	0	1	0	1	1	2.25	35.0	1	-1.0	-1.0	-1	-1	-1	2.017	39.6	-1.0	-1	1	2	0	0.833	0.017
317	44	0	1	10	0	1	0	1	0	1	1	2.25	35.0	1	-1.0	-1.0	-1	-1	-1	2.017	36.0	-1.0	-1	1	2	0	0.833	0.017
318	44	0	1	10	0	1	0	1	0	1	1	2.5	35.0	0	-1.0	-1.0	-1	-1	-1	2.017	36.0	-1.0	-1	1	2	0	0.833	0.017
319	44	0	1	10	0	1	0	1	0	1	1	2.25	50.0	0	-1.0	-1.0	-1	-1	-1	2.017	36.0	-1.0	-1	0	2	0	0.833	0.017
320	45	1	0	0	0	3	0	1	0	0	0	1.75	30.0	0	0.083	0.0	1	1	0	1.5	11.333	0.0	0	-1	0	0	0.083	0.0
321	45	0	1	10	0	3	0	1	0	0	0	1.333	18.0	0	-1.0	-1.0	-1	-1	-1	1.5	15.867	-1.0	-1	1	0	0	0.083	0.0
322	45	0	1	10	0	3	0	1	0	0	0	1.333	18.0	0	-1.0	-1.0	-1	-1	-1	1.5	14.733	-1.0	-1	1	0	0	0.083	0.0
323	45	0	1	10	0	3	0	1	0	0	0	1.333	18.0	0	-1.0	-1.0	-1	-1	-1	1.5	13.6	-1.0	-1	1	0	0	0.083	0.0
324	45	0	1	10	0	3	0	1	0	0	0	1.333	18.0	0	-1.0	-1.0	-1	-1	-1	1.5	12.467	-1.0	-1	1	0	0	0.083	0.0
325	45	0	1	10	0	3	0	1	0	0	0	1.333	18.0	0	-1.0	-1.0	-1	-1	-1	1.5	11.333	-1.0	-1	1	0	0	0.083	0.0
326	45	0	1	10	0	3	0	1	0	0	0	1.583	18.0	0	-1.0	-1.0	-1	-1	-1	1.5	11.333	-1.0	-1	1	0	0	0.083	0.0
327	45	0	1	10	0	3	0	1	0	0	0	1.583	24.0	0	-1.0	-1.0	-1	-1	-1	1.5	11.333	-1.0	-1	1	0	0	0.083	0.0
328	45	0	1	11	0	3	0	1	0	0	0	1.333	18.0	0	-1.0	-1.0	-1	-1	-1	1.5	17.0	-1.0	-1	1	0	0	0.083	0.0
329	46	1	0	0	0	4	0	0	1	0	0	1.5	33.0	1	0.25	0.333	0	0	0	1.0	3.125	0.083	1	-1	1	0	0.583	0.083
330	46	0	1	10	0	4	0	0	1	0	0	1.667	23.1	1	-1.0	-1.0	-1	-1	-1	1.083	4.688	-1.0	-1	0	1	0	0.583	0.083
331	46	0	1	10	0	4	0	0	1	0	0	1.667	23.1	1	-1.0	-1.0	-1	-1	-1	1.083	4.375	-1.0	-1	0	1	0	0.583	0.083
332	46	0	1	10	0	4	0	0	1	0	0	1.667	23.1	1	-1.0	-1.0	-1	-1	-1	1.083	4.063	-1.0	-1	0	1	0	0.583	0.083
333	46	0	1	10	0	4	0	0	1	0	0	1.667	23.1	1	-1.0	-1.0	-1	-1	-1	1.083	3.75	-1.0	-1	0	1	0	0.583	0.083
