id	rp	sp	choice	purpose	npersons	age	employ_status	mainearn	arrival_time	gender	rail_ivtt	rail_cost	rail_transfers	rail_acc_time	rail_egr_time	rail_acc_mode	rail_egr_mode	seat_status	car_ivtt	car_cost	car_walk_time	car_parking_fee	rail_comfort	rp_transfer	rp_choice	rp_rail_ovt	rp_car_ovt
28	0	1	11	0	2	0	1	1	1	1	2.217	28.15	0	-1	-1	-1	-1	-1	2.5	10	-1	-1	1	0	1	0.3	0.25
28	0	1	11	0	2	0	1	1	1	1	2.05	31.85	0	-1	-1	-1	-1	-1	2.5	10	-1	-1	1	0	1	0.3	0.25
28	0	1	11	0	2	0	1	1	1	1	1.8	31.85	1	-1	-1	-1	-1	-1	2.5	10	-1	-1	1	0	1	0.3	0.25
29	1	0	0	0	4	0	1	0	1	0	2	35	2	0.167	0.167	0	1	0	2	2.5	0.167	1	-1	2	0	0.334	0.167
29	0	1	10	0	4	0	1	0	1	0	1.75	28	1	-1	-1	-1	-1	-1	2.167	3.75	-1	-1	1	2	0	0.333	0.167
29	0	1	10	0	4	0	1	0	1	0	1.75	28	1	-1	-1	-1	-1	-1	2.167	3.5	-1	-1	1	2	0	0.333	0.167
29	0	1	10	0	4	0	1	0	1	0	1.75	28	1	-1	-1	-1	-1	-1	2.167	3.25	-1	-1	1	2	0	0.333	0.167
29	0	1	10	0	4	0	1	0	1	0	1.75	28	1	-1	-1	-1	-1	-1	2.167	3	-1	-1	1	2	0	0.333	0.167
29	0	1	10	0	4	0	1	0	1	0	1.75	28	1	-1	-1	-1	-1	-1	2.167	2.75	-1	-1	1	2	0	0.333	0.167
29	0	1	10	0	4	0	1	0	1	0	1.75	28	1	-1	-1	-1	-1	-1	2.167	2.5	-1	-1	1	2	0	0.333	0.167
29	0	1	10	0	4	0	1	0	1	0	2	28	0	-1	-1	-1	-1	-1	2.167	2.5	-1	-1	1	2	0	0.333	0.167
29	0	1	10	0	4	0	1	0	1	0	1.75	35	0	-1	-1	-1	-1	-1	2.167	2.5	-1	-1	0	2	0	0.333	0.167
30	1	0	0	0	4	1	0	1	0	0	1.5	35	1	0.5	0.5	0	0	0	1.5	12.5	0.017	1	-1	1	0	1	0.017
30	0	1	10	0	4	1	0	1	0	0	2.5	21	0	-1	-1	-1	-1	-1	1.517	18.75	-1	-1	0	1	0	1	0.017
30	0	1	10	0	4	1	0	1	0	0	2.5	21	0	-1	-1	-1	-1	-1	1.517	17.5	-1	-1	0	1	0	1	0.017
30	0	1	10	0	4	1	0	1	0	0	2.5	21	0	-1	-1	-1	-1	-1	1.517	16.25	-1	-1	0	1	0	1	0.017
30	0	1	10	0	4	1	0	1	0	0	2.5	21	0	-1	-1	-1	-1	-1	1.517	15	-1	-1	0	1	0	1	0.017
30	0	1	10	0	4	1	0	1	0	0	2.5	21	0	-1	-1	-1	-1	-1	1.517	13.75	-1	-1	0	1	0	1	0.017
30	0	1	10	0	4	1	0	1	0	0	2.5	21	0	-1	-1	-1	-1	-1	1.517	12.5	-1	-1	0	1	0	1	0.017
30	0	1	10	0	4	1	0	1	0	0	2.083	21	1	-1	-1	-1	-1	-1	1.517	12.5	-1	-1	1	1	0	1	0.017
30	0	1	10	0	4	1	0	1	0	0	2.25	28	1	-1	-1	-1	-1	-1	1.517	12.5	-1	-1	0	1	0	1	0.017
31	1	0	1	0	2	1	1	1	0	0	2	10	0	0.333	0.083	0	0	0	2.5	22.5	0.333	1	-1	0	1	0.416	0.333
31	0	1	11	0	2	1	1	1	0	0	2.417	13	0	-1	-1	-1	-1	-1	2.833	11.25	-1	-1	2	0	1	0.417	0.333
31	0	1	11	0	2	1	1	1	0	0	2.417	13	0	-1	-1	-1	-1	-1	2.833	13.5	-1	-1	2	0	1	0.417	0.333
31	0	1	11	0	2	1	1	1	0	0	2.417	13	0	-1	-1	-1	-1	-1	2.833	15.75	-1	-1	2	0	1	0.417	0.333
31	0	1	11	0	2	1	1	1	0	0	2.417	13	0	-1	-1	-1	-1	-1	2.833	18	-1	-1	2	0	1	0.417	0.333
31	0	1	11	0	2	1	1	1	0	0	2.417	13	0	-1	-1	-1	-1	-1	2.833	20.25	-1	-1	2	0	1	0.417	0.333
31	0	1	11	0	2	1	1	1	0	0	2.417	13	0	-1	-1	-1	-1	-1	2.833	22.5	-1	-1	2	0	1	0.417	0.333
31	0	1	11	0	2	1	1	1	0	0	2.75	11.5	0	-1	-1	-1	-1	-1	2.833	22.5	-1	-1	2	0	1	0.417	0.333
31	0	1	11	0	2	1	1	1	0	0	2.75	13	1	-1	-1	-1	-1	-1	2.833	22.5	-1	-1	1	0	1	0.417	0.333
31	0	1	11	0	2	1	1	1	0	0	2.417	11.5	1	-1	-1	-1	-1	-1	2.833	22.5	-1	-1	1	0	1	0.417	0.333
32	1	0	1	1	1	1	0	1	1	0	1.333	37	0	0.117	0.167	0	0	1	1.917	15	0.083	0	-1	0	1	0.284	0.083
32	0	1	11	1	1	1	0	1	1	0	1.783	42.55	1	-1	-1	-1	-1	-1	2	7.5	-1	-1	2	0	1	0.283	0.083
32	0	1	11	1	1	1	0	1	1	0	1.783	42.55	1	-1	-1	-1	-1	-1	2	9	-1	-1	2	0	1	0.283	0.083
32	0	1	11	1	1	1	0	1	1	0	1.783	42.55	1	-1	-1	-1	-1	-1	2	10.5	-1	-1	2	0	1	0.283	0.083
32	0	1	11	1	1	1	0	1	1	0	1.783	42.55	1	-1	-1	-1	-1	-1	2	12	-1	-1	2	0	1	0.283	0.083
32	0	1	11	1	1	1	0	1	1	0	1.783	42.55	1	-1	-1	-1	-1	-1	2	13.5	-1	-1	2	0	1	0.283	0.083
32	0	1	11	1	1	1	0	1	1	0	1.783	42.55	1	-1	-1	-1	-1	-1	2	15	-1	-1	2	0	1	0.283	0.083
32	0	1	11	1	1	1	0	1	1	0	2.033	37	0	-1	-1	-1	-1	-1	2	15	-1	-1	2	0	1	0.283	0.083
32	0	1	11	1	1	1	0	1	1	0	2.033	48.1	1	-1	-1	-1	-1	-1	2	15	-1	-1	1	0	1	0.283	0.083
32	0	1	11	1	1	1	0	1	1	0	2.033	42.55	0	-1	-1	-1	-1	-1	2	15	-1	-1	1	0	1	0.283	0.083
33	1	0	0	0	2	1	0	1	1	1	1.5	37.5	0	0.5	0.333	0	0	0	1.5	7.5	0.05	1	-1	0	0	0.833	0.05
33	0	1	10	0	2	1	0	1	1	1	1.917	30	0	-1	-1	-1	-1	-1	1.55	11.25	-1	-1	1	0	0	0.833	0.05
33	0	1	10	0	2	1	0	1	1	1	1.917	30	0	-1	-1	-1	-1	-1	1.55	10.5	-1	-1	1	0	0	0.833	0.05
33	0	1	10	0	2	1	0	1	1	1	1.917	30	0	-1	-1	-1	-1	-1	1.55	9.75	-1	-1	1	0	0	0.833	0.05
33	0	1	10	0	2	1	0	1	1	1	1.917	30	0	-1	-1	-1	-1	-1	1.55	9	-1	-1	1	0	0	0.833	0.05
33	0	1	10	0	2	1	0	1	1	1	1.917	30	0	-1	-1	-1	-1	-1	1.55	8.25	-1	-1	1	0	0	0.833	0.05
33	0	1	10	0	2	1	0	1	1	1	1.917	30	0	-1	-1	-1	-1	-1	1.55	7.5	-1	-1	1	0	0	0.833	0.05
33	0	1	10	0	2	1	0	1	1	1	2.333	30	0	-1	-1	-1	-1	-1	1.55	7.5	-1	-1	0	0	0	0.833	0.05
33	0	1	10	0	2	1	0	1	1	1	1.917	33.75	0	-1	-1	-1	-1	-1	1.55	7.5	-1	-1	1	0	0	0.833	0.05
34	1	0	0	0	2	0	1	0	0	1	1.5	38	0	0.25	0.25	0	1	0	1.75	15	0.25	0	-1	0	0	0.5	0.25
34	0	1	10	0	2	0	1	0	0	1	1.75	38	0	-1	-1	-1	-1	-1	2	15	-1	-1	1	0	0	0.5	0.25
34	0	1	11	0	2	0	1	0	0	1	1.75	38	0	-1	-1	-1	-1	-1	2	16.5	-1	-1	1	0	0	0.5	0.25
34	0	1	11	0	2	0	1	0	0	1	1.583	38	0	-1	-1	-1	-1	-1	2	15	-1	-1	1	0	0	0.5	0.25
34	0	1	11	0	2	0	1	0	0	1	1.75	28.5	0	-1	-1	-1	-1	-1	2	15	-1	-1	1	0	0	0.5	0.25
35	1	0	0	0	4	1	0	1	0	0	2	40	1	0.333	0.25	0	0	0	1.25	7.5	0.017	1	-1	1	0	0.583	0.017
35	0	1	10	0	4	1	0	1	0	0	2.25	24	0	-1	-1	-1	-1	-1	1.267	7.5	-1	-1	0	1	0	0.583	0.017
35	0	1	10	0	4	1	0	1	0	0	2	24	1	-1	-1	-1	-1	-1	1.267	7.5	-1	-1	1	1	0	0.583	0.017
35	0	1	10	0	4	1	0	1	0	0	2.583	24	1	-1	-1	-1	-1	-1	1.267	7.5	-1	-1	1	1	0	0.583	0.017
35	0	1	10	0	4	1	0	1	0	0	2.25	24	0	-1	-1	-1	-1	-1	1.267	10.5	-1	-1	0	1	0	0.583	0.017
35	0	1	10	0	4	1	0	1	0	0	2.25	24	0	-1	-1	-1	-1	-1	1.267	9.75	-1	-1	0	1	0	0.583	0.017
35	0	1	10	0	4	1	0	1	0	0	2.25	24	0	-1	-1	-1	-1	-1	1.267	9	-1	-1	0	1	0	0.583	0.017
35	0	1	10	0	4	1	0	1	0	0	2.25	24	0	-1	-1	-1	-1	-1	1.267	8.25	-1	-1	0	1	0	0.583	0.017
36	1	0	0	0	2	0	0	1	0	0	1.5	75	1	0.5	0.75	0	0	0	2.5	12.5	0.083	0	-1	1	0	1.25	0.083
36	0	1	10	0	2	0	0	1	0	0	2.333	56.25	1	-1	-1	-1	-1	-1	2.583	18.75	-1	-1	1	1	0	1.25	0.083
36	0	1	10	0	2	0	0	1	0	0	2.333	56.25	1	-1	-1	-1	-1	-1	2.583	17.5	-1	-1	1	1	0	1.25	0.083
36	0	1	10	0	2	0	0	1	0	0	2.333	56.25	1	-1	-1	-1	-1	-1	2.583	16.25	-1	-1	1	1	0	1.25	0.083
36	0	1	10	0	2	0	0	1	0	0	2.333	56.25	1	-1	-1	-1	-1	-1	2.583	15	-1	-1	1	1	0	1.25	0.083
36	0	1	10	0	2	0	0	1	0	0	2.333	56.25	1	-1	-1	-1	-1	-1	2.583	13.75	-1	-1	1	1	0	1.25	0.083
36	0	1	10	0	2	0	0	1	0	0	2.333	56.25	1	-1	-1	-1	-1	-1	2.583	12.5	-1	-1	1	1	0	1.25	0.083
36	0	1	10	0	2	0	0	1	0	0	2.5	56.25	0	-1	-1	-1	-1	-1	2.583	12.5	-1	-1	0	1	0	1.25	0.083
36	0	1	11	0	2	0	0	1	0	0	2.75	37.5	1	-1	-1	-1	-1	-1	2.583	12.5	-1	-1	0	1	0	1.25	0.083
36	0	1	11	0	2	0	0	1	0	0	2.5	37.5	1	-1	-1	-1	-1	-1	2.583	12.5	-1	-1	1	1	0	1.25	0.083
37	1	0	0	0	2	0	1	1	1	1	3	52	2	0.167	0.167	0	0	0	1.25	11	0.083	1	-1	2	0	0.334	0.083
37	0	1	10	0	2	0	1	1	1	1	2.417	26	1	-1	-1	-1	-1	-1	1.333	16.5	-1	-1	1	2	0	0.333	0.083
37	0	1	10	0	2	0	1	1	1	1	2.417	26	1	-1	-1	-1	-1	-1	1.333	15.4	-1	-1	1	2	0	0.333	0.083
37	0	1	10	0	2	0	1	1	1	1	2.417	26	1	-1	-1	-1	-1	-1	1.333	14.3	-1	-1	1	2	0	0.333	0.083
37	0	1	10	0	2	0	1	1	1	1	2.417	26	1	-1	-1	-1	-1	-1	1.333	13.2	-1	-1	1	2	0	0.333	0.083
37	0	1	10	0	2	0	1	1	1	1	2.417	26	1	-1	-1	-1	-1	-1	1.333	12.1	-1	-1	1	2	0	0.333	0.083
37	0	1	10	0	2	0	1	1	1	1	2.417	26	1	-1	-1	-1	-1	-1	1.333	11	-1	-1	1	2	0	0.333	0.083
37	0	1	10	0	2	0	1	1	1	1	2.917	26	2	-1	-1	-1	-1	-1	1.333	11	-1	-1	0	2	0	0.333	0.083
37	0	1	10	0	2	0	1	1	1	1	2.917	39	0	-1	-1	-1	-1	-1	1.333	11	-1	-1	1	2	0	0.333	0.083
38	1	0	0	0	2	0	0	0	1	1	1.5	36	1	0.167	0.417	0	1	0	1.25	25	0.167	1	-1	1	0	0.584	0.167
38	0	1	10	0	2	0	0	0	1	1	1.667	36	1	-1	-1	-1	-1	-1	1.417	37.5	-1	-1	0	1	0	0.583	0.167
38	0	1	10	0	2	0	0	0	1	1	1.667	36	1	-1	-1	-1	-1	-1	1.417	35	-1	-1	0	1	0	0.583	0.167
38	0	1	10	0	2	0	0	0	1	1	1.667	36	1	-1	-1	-1	-1	-1	1.417	32.5	-1	-1	0	1	0	0.583	0.167
38	0	1	10	0	2	0	0	0	1	1	1.667	36	1	-1	-1	-1	-1	-1	1.417	30	-1	-1	0	1	0	0.583	0.167
38	0	1	10	0	2	0	0	0	1	1	1.667	36	1	-1	-1	-1	-1	-1	1.417	27.5	-1	-1	0	1	0	0.583	0.167
38	0	1	10	0	2	0	0	0	1	1	1.667	36	1	-1	-1	-1	-1	-1	1.417	25	-1	-1	0	1	0	0.583	0.167
38	0	1	10	0	2	0	0	0	1	1	1.833	25.2	0	-1	-1	-1	-1	-1	1.417	25	-1	-1	0	1	0	0.583	0.167
38	0	1	10	0	2	0	0	0	1	1	1.667	25.2	1	-1	-1	-1	-1	-1	1.417	25	-1	-1	1	1	0	0.583	0.167
39	1	0	1	1	1	0	0	1	1	0	1.5	40	1	0.167	0.117	0	0	0	1.167	60	0.033	1	-1	1	1	0.284	0.033
39	0	1	10	1	1	0	0	1	1	0	2.2	56	2	-1	-1	-1	-1	-1	1.2	48	-1	-1	1	1	1	0.283	0.033
39	0	1	11	1	1	0	0	1	1	0	2.2	56	2	-1	-1	-1	-1	-1	1.2	54	-1	-1	1	1	1	0.283	0.033
39	0	1	11	1	1	0	0	1	1	0	2.2	56	2	-1	-1	-1	-1	-1	1.2	60	-1	-1	1	1	1	0.283	0.033
39	0	1	11	1	1	0	0	1	1	0	1.783	56	1	-1	-1	-1	-1	-1	1.2	60	-1	-1	2	1	1	0.283	0.033
39	0	1	11	1	1	0	0	1	1	0	2.033	48	2	-1	-1	-1	-1	-1	1.2	60	-1	-1	2	1	1	0.283	0.033
39	0	1	11	1	1	0	0	1	1	0	2.033	56	1	-1	-1	-1	-1	-1	1.2	60	-1	-1	1	1	1	0.283	0.033
40	1	0	1	1	1	1	0	1	1	0	1.75	60	1	0.167	0.333	0	1	1	2.25	25	0	0	-1	1	1	0.5	0
40	0	1	10	1	1	1	0	1	1	0	2.5	69	1	-1	-1	-1	-1	-1	2.25	20	-1	-1	2	1	1	0.5	0
40	0	1	10	1	1	1	0	1	1	0	2.25	78	1	-1	-1	-1	-1	-1	2.25	25	-1	-1	1	1	1	0.5	0
40	0	1	10	1	1	1	0	1	1	0	2.75	69	2	-1	-1	-1	-1	-1	2.25	25	-1	-1	1	1	1	0.5	0
40	0	1	11	1	1	1	0	1	1	0	2.5	69	1	-1	-1	-1	-1	-1	2.25	22.5	-1	-1	2	1	1	0.5	0
40	0	1	11	1	1	1	0	1	1	0	2.5	69	1	-1	-1	-1	-1	-1	2.25	25	-1	-1	2	1	1	0.5	0
41	1	0	0	0	2	1	0	1	0	0	2	40	1	0.333	0.167	0	0	0	1.25	49.995	0.017	1	-1	1	0	0.5	0.017
41	0	1	10	0	2	1	0	1	0	0	2.167	34	0	-1	-1	-1	-1	-1	1.267	60	-1	-1	0	1	0	0.5	0.017
41	0	1	10	0	2	1	0	1	0	0	2.167	34	0	-1	-1	-1	-1	-1	1.267	55	-1	-1	0	1	0	0.5	0.017
41	0	1	10	0	2	1	0	1	0	0	2.167	34	0	-1	-1	-1	-1	-1	1.267	49.995	-1	-1	0	1	0	0.5	0.017
41	0	1	10	0	2	1	0	1	0	0	1.917	28	0	-1	-1	-1	-1	-1	1.267	49.995	-1	-1	1	1	0	0.5	0.017
41	0	1	10	0	2	1	0	1	0	0	2.5	40	0	-1	-1	-1	-1	-1	1.267	49.995	-1	-1	1	1	0	0.5	0.017
41	0	1	11	0	2	1	0	1	0	0	2.167	34	0	-1	-1	-1	-1	-1	1.267	65	-1	-1	0	1	0	0.5	0.017
42	1	0	0	0	4	1	0	1	0	0	1.25	34	0	0.25	0.417	0	0	0	1.25	11.25	0.017	0	-1	0	0	0.667	0.017
42	0	1	10	0	4	1	0	1	0	0	1.917	20.4	0	-1	-1	-1	-1	-1	1.267	11.25	-1	-1	0	0	0	0.667	0.017
42	0	1	10	0	4	1	0	1	0	0	1.583	20.4	0	-1	-1	-1	-1	-1	1.267	11.25	-1	-1	1	0	0	0.667	0.017
42	0	1	10	0	4	1	0	1	0	0	1.583	27.2	0	-1	-1	-1	-1	-1	1.267	11.25	-1	-1	1	0	0	0.667	0.017
42	0	1	11	0	4	1	0	1	0	0	1.917	20.4	0	-1	-1	-1	-1	-1	1.267	12.375	-1	-1	0	0	0	0.667	0.017
43	1	0	1	0	4	0	0	1	1	0	2	35	1	0.25	0.25	1	0	0	2	9.375	0.017	1	-1	1	1	0.5	0.017
43	0	1	10	0	4	0	0	1	1	0	2.5	35	1	-1	-1	-1	-1	-1	2.017	10.313	-1	-1	2	1	1	0.5	0.017
43	0	1	10	0	4	0	0	1	1	0	2.5	35	1	-1	-1	-1	-1	-1	2.017	9.375	-1	-1	2	1	1	0.5	0.017
43	0	1	10	0	4	0	0	1	1	0	2.5	38.5	1	-1	-1	-1	-1	-1	2.017	9.375	-1	-1	1	1	1	0.5	0.017
43	0	1	10	0	4	0	0	1	1	0	3.083	35	2	-1	-1	-1	-1	-1	2.017	9.375	-1	-1	1	1	1	0.5	0.017
43	0	1	10	0	4	0	0	1	1	0	2.5	35	1	-1	-1	-1	-1	-1	2.017	11.25	-1	-1	2	1	1	0.5	0.017
43	0	1	11	0	4	0	0	1	1	0	2.5	35	1	-1	-1	-1	-1	-1	2.017	13.125	-1	-1	2	1	1	0.5	0.017
44	1	0	0	0	1	0	1	0	1	1	2	50	2	0.333	0.5	0	0	0	2	36	0.017	1	-1	2	0	0.833	0.017
44	0	1	10	0	1	0	1	0	1	1	2.25	35	1	-1	-1	-1	-1	-1	2.017	54	-1	-1	1	2	0	0.833	0.017
44	0	1	10	0	1	0	1	0	1	1	2.25	35	1	-1	-1	-1	-1	-1	2.017	50.4	-1	-1	1	2	0	0.833	0.017
44	0	1	10	0	1	0	1	0	1	1	2.25	35	1	-1	-1	-1	-1	-1	2.017	46.8	-1	-1	1	2	0	0.833	0.017
44	0	1	10	0	1	0	1	0	1	1	2.25	35	1	-1	-1	-1	-1	-1	2.017	43.2	-1	-1	1	2	0	0.833	0.017
44	0	1	10	0	1	0	1	0	1	1	2.25	35	1	-1	-1	-1	-1	-1	2.017	39.6	-1	-1	1	2	0	0.833	0.017
44	0	1	10	0	1	0	1	0	1	1	2.25	35	1	-1	-1	-1	-1	-1	2.017	36	-1	-1	1	2	0	0.833	0.017
44	0	1	10	0	1	0	1	0	1	1	2.5	35	0	-1	-1	-1	-1	-1	2.017	36	-1	-1	1	2	0	0.833	0.017
44	0	1	10	0	1	0	1	0	1	1	2.25	50	0	-1	-1	-1	-1	-1	2.017	36	-1	-1	0	2	0	0.833	0.017
45	1	0	0	0	3	0	1	0	0	0	1.75	30	0	0.083	0	1	1	0	1.5	11.333	0	0	-1	0	0	0.083	0
45	0	1	10	0	3	0	1	0	0	0	1.333	18	0	-1	-1	-1	-1	-1	1.5	15.867	-1	-1	1	0	0	0.083	0
45	0	1	10	0	3	0	1	0	0	0	1.333	18	0	-1	-1	-1	-1	-1	1.5	14.733	-1	-1	1	0	0	0.083	0
45	0	1	10	0	3	0	1	0	0	0	1.333	18	0	-1	-1	-1	-1	-1	1.5	13.6	-1	-1	1	0	0	0.083	0
45	0	1	10	0	3	0	1	0	0	0	1.333	18	0	-1	-1	-1	-1	-1	1.5	12.467	-1	-1	1	0	0	0.083	0
45	0	1	10	0	3	0	1	0	0	0	1.333	18	0	-1	-1	-1	-1	-1	1.5	11.333	-1	-1	1	0	0	0.083	0
45	0	1	10	0	3	0	1	0	0	0	1.583	18	0	-1	-1	-1	-1	-1	1.5	11.333	-1	-1	1	0	0	0.083	0
45	0	1	10	0	3	0	1	0	0	0	1.583	24	0	-1	-1	-1	-1	-1	1.5	11.333	-1	-1	1	0	0	0.083	0
45	0	1	11	0	3	0	1	0	0	0	1.333	18	0	-1	-1	-1	-1	-1	1.5	17	-1	-1	1	0	0	0.083	0
46	1	0	0	0	4	0	0	1	0	0	1.5	33	1	0.25	0.333	0	0	0	1	3.125	0.083	1	-1	1	0	0.583	0.083
46	0	1	10	0	4	0	0	1	0	0	1.667	23.1	1	-1	-1	-1	-1	-1	1.083	4.688	-1	-1	0	1	0	0.583	0.083
46	0	1	10	0	4	0	0	1	0	0	1.667	23.1	1	-1	-1	-1	-1	-1	1.083	4.375	-1	-1	0	1	0	0.583	0.083
46	0	1	10	0	4	0	0	1	0	0	1.667	23.1	1	-1	-1	-1	-1	-1	1.083	4.063	-1	-1	0	1	0	0.583	0.083
46	0	1	10	0	4	0	0	1	0	0	1.667	23.1	1	-1	-1	-1	-1	-1	1.083	3.75	-1	-1	0	1	0	0.583	0.083
46	0	1	10	0	4	0	0	1	0	0	1.667	23.1	1	-1	-1	-1	-1	-1	1.083	3.438	-1	-1	0	1	0	0.583	0.083
46	0	1	10	0	4	0	0	1	0	0	1.667	23.1	1	-1	-1	-1	-1	-1	1.083	3.125	-1	-1	0	1	0	0.583	0.083
46	0	1	10	0	4	0	0	1	0	0	1.833	28.05	0	-1	-1	-1	-1	-1	1.083	3.125	-1	-1	0	1	0	0.583	0.083
46	0	1	10	0	4	0	0	1	0	0	1.667	28.05	1	-1	-1	-1	-1	-1	1.083	3.125	-1	-1	1	1	0	0.583	0.083
47	1	0	0	0	3	0	0	0	0	1	1.167	32	1	0.25	0.083	0	1	0	1.167	5	0.083	0	-1	1	0	0.333	0.083
47	0	1	10	0	3	0	0	0	0	1	1.333	16	0	-1	-1	-1	-1	-1	1.25	7.5	-1	-1	0	1	0	0.333	0.083
47	0	1	10	0	3	0	0	0	0	1	1.333	16	0	-1	-1	-1	-1	-1	1.25	7	-1	-1	0	1	0	0.333	0.083
47	0	1	10	0	3	0	0	0	0	1	1.333	16	0	-1	-1	-1	-1	-1	1.25	6.5	-1	-1	0	1	0	0.333	0.083
47	0	1	10	0	3	0	0	0	0	1	1.333	16	0	-1	-1	-1	-1	-1	1.25	6	-1	-1	0	1	0	0.333	0.083
47	0	1	10	0	3	0	0	0	0	1	1.333	16	0	-1	-1	-1	-1	-1	1.25	5.5	-1	-1	0	1	0	0.333	0.083
47	0	1	10	0	3	0	0	0	0	1	1.333	16	0	-1	-1	-1	-1	-1	1.25	5	-1	-1	0	1	0	0.333	0.083
47	0	1	10	0	3	0	0	0	0	1	1.167	16	1	-1	-1	-1	-1	-1	1.25	5	-1	-1	1	1	0	0.333	0.083
47	0	1	10	0	3	0	0	0	0	1	1.5	16	1	-1	-1	-1	-1	-1	1.25	5	-1	-1	1	1	0	0.333	0.083
48	1	0	0	0	4	0	1	0	0	0	1.833	40	0	0.167	0.25	1	0	0	2	6.25	0.083	1	-1	0	0	0.417	0.083
48	0	1	10	0	4	0	1	0	0	0	1.667	36	0	-1	-1	-1	-1	-1	2.083	6.875	-1	-1	1	0	0	0.417	0.083
48	0	1	10	0	4	0	1	0	0	0	1.667	36	0	-1	-1	-1	-1	-1	2.083	6.25	-1	-1	1	0	0	0.417	0.083
48	0	1	10	0	4	0	1	0	0	0	2	36	0	-1	-1	-1	-1	-1	2.083	6.25	-1	-1	1	0	0	0.417	0.083
48	0	1	11	0	4	0	1	0	0	0	2	32	0	-1	-1	-1	-1	-1	2.083	6.25	-1	-1	0	0	0	0.417	0.083
48	0	1	11	0	4	0	1	0	0	0	1.667	36	0	-1	-1	-1	-1	-1	2.083	8.125	-1	-1	1	0	0	0.417	0.083
49	1	0	0	0	2	0	1	1	0	0	1.333	45	1	0.167	0.25	0	1	0	1.5	11	0.083	1	-1	1	0	0.417	0.083
49	0	1	10	0	2	0	1	1	0	0	1.333	22.5	0	-1	-1	-1	-1	-1	1.583	15.4	-1	-1	1	1	0	0.417	0.083
49	0	1	10	0	2	0	1	1	0	0	1.333	22.5	0	-1	-1	-1	-1	-1	1.583	14.3	-1	-1	1	1	0	0.417	0.083
49	0	1	10	0	2	0	1	1	0	0	1.333	22.5	0	-1	-1	-1	-1	-1	1.583	13.2	-1	-1	1	1	0	0.417	0.083
49	0	1	10	0	2	0	1	1	0	0	1.333	22.5	0	-1	-1	-1	-1	-1	1.583	12.1	-1	-1	1	1	0	0.417	0.083
49	0	1	10	0	2	0	1	1	0	0	1.333	22.5	0	-1	-1	-1	-1	-1	1.583	11	-1	-1	1	1	0	0.417	0.083
49	0	1	10	0	2	0	1	1	0	0	1.583	22.5	1	-1	-1	-1	-1	-1	1.583	11	-1	-1	0	1	0	0.417	0.083
49	0	1	10	0	2	0	1	1	0	0	1.583	33.75	1	-1	-1	-1	-1	-1	1.583	11	-1	-1	1	1	0	0.417	0.083
49	0	1	11	0	2	0	1	1	0	0	1.333	22.5	0	-1	-1	-1	-1	-1	1.583	16.5	-1	-1	1	1	0	0.417	0.083
50	1	0	1	0	1	1	1	1	1	1	1.5	10	0	0.25	0.333	0	0	1	1.75	31	0.083	1	-1	0	1	0.583	0.083
50	0	1	10	0	1	1	1	1	1	1	2.5	14	0	-1	-1	-1	-1	-1	1.833	27.9	-1	-1	2	0	1	0.583	0.083
50	0	1	11	0	1	1	1	1	1	1	2.5	14	0	-1	-1	-1	-1	-1	1.833	31	-1	-1	2	0	1	0.583	0.083
50	0	1	11	0	1	1	1	1	1	1	2.333	14	1	-1	-1	-1	-1	-1	1.833	31	-1	-1	1	0	1	0.583	0.083
50	0	1	11	0	1	1	1	1	1	1	2.333	10	0	-1	-1	-1	-1	-1	1.833	31	-1	-1	2	0	1	0.583	0.083
50	0	1	11	0	1	1	1	1	1	1	2.083	12	1	-1	-1	-1	-1	-1	1.833	31	-1	-1	2	0	1	0.583	0.083
51	1	0	1	1	1	1	0	1	1	0	1.75	60.3	1	0.117	0.133	0	1	1	1.75	23	0.017	0	-1	1	1	0.25	0.017
51	0	1	10	1	1	1	0	1	1	0	2	69.35	1	-1	-1	-1	-1	-1	1.767	23	-1	-1	2	1	1	0.25	0.017
51	0	1	11	1	1	1	0	1	1	0	2.5	69.35	2	-1	-1	-1	-1	-1	1.767	11.5	-1	-1	1	1	1	0.25	0.017
51	0	1	11	1	1	1	0	1	1	0	2.5	69.35	2	-1	-1	-1	-1	-1	1.767	13.8	-1	-1	1	1	1	0.25	0.017
51	0	1	11	1	1	1	0	1	1	0	2.5	69.35	2	-1	-1	-1	-1	-1	1.767	16.1	-1	-1	1	1	1	0.25	0.017
51	0	1	11	1	1	1	0	1	1	0	2.5	69.35	2	-1	-1	-1	-1	-1	1.767	18.4	-1	-1	1	1	1	0.25	0.017
51	0	1	11	1	1	1	0	1	1	0	2.5	69.35	2	-1	-1	-1	-1	-1	1.767	20.7	-1	-1	1	1	1	0.25	0.017
51	0	1	11	1	1	1	0	1	1	0	2.5	69.35	2	-1	-1	-1	-1	-1	1.767	23	-1	-1	1	1	1	0.25	0.017
51	0	1	11	1	1	1	0	1	1	0	2.5	60.3	1	-1	-1	-1	-1	-1	1.767	23	-1	-1	1	1	1	0.25	0.017
53	1	0	0	0	2	0	1	0	1	0	1.5	40	0	0.167	0.25	0	0	0	2	4.995	0.25	0	-1	0	0	0.417	0.25
53	0	1	10	0	2	0	1	0	1	0	1.667	28	0	-1	-1	-1	-1	-1	2.25	7.5	-1	-1	0	0	0	0.417	0.25
